"Ngay","ISO_Date","Thu","Loai_Vang","Gia_Mua_VND_Luong","Gia_Ban_VND_Luong","Chenh_Lech_VND_Luong","Gia_Mua_VND_Chi","Gia_Ban_VND_Chi","Gia_The_Gioi_USD_oz","SJC_Mieng_Mua_VND_Luong","SJC_Mieng_Ban_VND_Luong","Cap_Nhat_Luc"
"21/03/2018","2018-03-21","Thứ Tư","Vàng nhẫn SJC 9999",35200000,38200000,3000000,3520000,3820000,1320.7,35700000,38700000,"23:30"
"22/03/2018","2018-03-22","Thứ Năm","Vàng nhẫn SJC 9999",35400000,38400000,3000000,3540000,3840000,1326.6,35900000,38900000,"23:30"
"23/03/2018","2018-03-23","Thứ Sáu","Vàng nhẫn SJC 9999",36000000,39000000,3000000,3600000,3900000,1349.3,36500000,39500000,"23:30"
"26/03/2018","2018-03-26","Thứ Hai","Vàng nhẫn SJC 9999",36200000,39200000,3000000,3620000,3920000,1354.4,36700000,39700000,"23:30"
"27/03/2018","2018-03-27","Thứ Ba","Vàng nhẫn SJC 9999",35800000,38800000,3000000,3580000,3880000,1341.3,36300000,39300000,"23:30"
"28/03/2018","2018-03-28","Thứ Tư","Vàng nhẫn SJC 9999",35300000,38300000,3000000,3530000,3830000,1324.2,35800000,38800000,"23:30"
"29/03/2018","2018-03-29","Thứ Năm","Vàng nhẫn SJC 9999",35300000,38300000,3000000,3530000,3830000,1322.8,35800000,38800000,"23:30"
"02/04/2018","2018-04-02","Thứ Hai","Vàng nhẫn SJC 9999",35800000,38800000,3000000,3580000,3880000,1342.1,36300000,39300000,"23:30"
"03/04/2018","2018-04-03","Thứ Ba","Vàng nhẫn SJC 9999",35600000,38600000,3000000,3560000,3860000,1332.8,36100000,39100000,"23:30"
"04/04/2018","2018-04-04","Thứ Tư","Vàng nhẫn SJC 9999",35600000,38600000,3000000,3560000,3860000,1335.8,36100000,39100000,"23:30"
"05/04/2018","2018-04-05","Thứ Năm","Vàng nhẫn SJC 9999",35300000,38300000,3000000,3530000,3830000,1324.3,35800000,38800000,"23:30"
"06/04/2018","2018-04-06","Thứ Sáu","Vàng nhẫn SJC 9999",35500000,38500000,3000000,3550000,3850000,1331.9,36000000,39000000,"23:30"
"09/04/2018","2018-04-09","Thứ Hai","Vàng nhẫn SJC 9999",35700000,38700000,3000000,3570000,3870000,1336.3,36200000,39200000,"23:30"
"10/04/2018","2018-04-10","Thứ Ba","Vàng nhẫn SJC 9999",35800000,38800000,3000000,3580000,3880000,1342,36300000,39300000,"23:30"
"11/04/2018","2018-04-11","Thứ Tư","Vàng nhẫn SJC 9999",36200000,39200000,3000000,3620000,3920000,1356.5,36700000,39700000,"23:30"
"12/04/2018","2018-04-12","Thứ Năm","Vàng nhẫn SJC 9999",35700000,38700000,3000000,3570000,3870000,1338.4,36200000,39200000,"23:30"
"13/04/2018","2018-04-13","Thứ Sáu","Vàng nhẫn SJC 9999",35900000,38900000,3000000,3590000,3890000,1344.8,36400000,39400000,"23:30"
"16/04/2018","2018-04-16","Thứ Hai","Vàng nhẫn SJC 9999",36000000,39000000,3000000,3600000,3900000,1347.5,36500000,39500000,"23:30"
"17/04/2018","2018-04-17","Thứ Ba","Vàng nhẫn SJC 9999",36000000,39000000,3000000,3600000,3900000,1347.2,36500000,39500000,"23:30"
"18/04/2018","2018-04-18","Thứ Tư","Vàng nhẫn SJC 9999",36100000,39100000,3000000,3610000,3910000,1351.2,36600000,39600000,"23:30"
"19/04/2018","2018-04-19","Thứ Năm","Vàng nhẫn SJC 9999",36000000,39000000,3000000,3600000,3900000,1346.8,36500000,39500000,"23:30"
"20/04/2018","2018-04-20","Thứ Sáu","Vàng nhẫn SJC 9999",35700000,38700000,3000000,3570000,3870000,1336.7,36200000,39200000,"23:30"
"23/04/2018","2018-04-23","Thứ Hai","Vàng nhẫn SJC 9999",35300000,38300000,3000000,3530000,3830000,1322.5,35800000,38800000,"23:30"
"24/04/2018","2018-04-24","Thứ Ba","Vàng nhẫn SJC 9999",35500000,38500000,3000000,3550000,3850000,1331.4,36000000,39000000,"23:30"
"25/04/2018","2018-04-25","Thứ Tư","Vàng nhẫn SJC 9999",35200000,38200000,3000000,3520000,3820000,1321.2,35700000,38700000,"23:30"
"26/04/2018","2018-04-26","Thứ Năm","Vàng nhẫn SJC 9999",35100000,38100000,3000000,3510000,3810000,1316.3,35600000,38600000,"23:30"
"27/04/2018","2018-04-27","Thứ Sáu","Vàng nhẫn SJC 9999",35200000,38200000,3000000,3520000,3820000,1320.3,35700000,38700000,"23:30"
"30/04/2018","2018-04-30","Thứ Hai","Vàng nhẫn SJC 9999",35100000,38100000,3000000,3510000,3810000,1316.2,35600000,38600000,"23:30"
"01/05/2018","2018-05-01","Thứ Ba","Vàng nhẫn SJC 9999",34700000,37700000,3000000,3470000,3770000,1303.8,35200000,38200000,"23:30"
"02/05/2018","2018-05-02","Thứ Tư","Vàng nhẫn SJC 9999",34700000,37700000,3000000,3470000,3770000,1302.6,35200000,38200000,"23:30"
"03/05/2018","2018-05-03","Thứ Năm","Vàng nhẫn SJC 9999",34900000,37900000,3000000,3490000,3790000,1310.7,35400000,38400000,"23:30"
"04/05/2018","2018-05-04","Thứ Sáu","Vàng nhẫn SJC 9999",35000000,38000000,3000000,3500000,3800000,1312.7,35500000,38500000,"23:30"
"07/05/2018","2018-05-07","Thứ Hai","Vàng nhẫn SJC 9999",35000000,38000000,3000000,3500000,3800000,1312.2,35500000,38500000,"23:30"
"08/05/2018","2018-05-08","Thứ Ba","Vàng nhẫn SJC 9999",35000000,38000000,3000000,3500000,3800000,1312,35500000,38500000,"23:30"
"09/05/2018","2018-05-09","Thứ Tư","Vàng nhẫn SJC 9999",34900000,37900000,3000000,3490000,3790000,1311.3,35400000,38400000,"23:30"
"10/05/2018","2018-05-10","Thứ Năm","Vàng nhẫn SJC 9999",35200000,38200000,3000000,3520000,3820000,1320.8,35700000,38700000,"23:30"
"11/05/2018","2018-05-11","Thứ Sáu","Vàng nhẫn SJC 9999",35200000,38200000,3000000,3520000,3820000,1319,35700000,38700000,"23:30"
"14/05/2018","2018-05-14","Thứ Hai","Vàng nhẫn SJC 9999",35100000,38100000,3000000,3510000,3810000,1316.5,35600000,38600000,"23:30"
"15/05/2018","2018-05-15","Thứ Ba","Vàng nhẫn SJC 9999",34300000,37300000,3000000,3430000,3730000,1288.9,34800000,37800000,"23:30"
"16/05/2018","2018-05-16","Thứ Tư","Vàng nhẫn SJC 9999",34300000,37300000,3000000,3430000,3730000,1290.2,34800000,37800000,"23:30"
"17/05/2018","2018-05-17","Thứ Năm","Vàng nhẫn SJC 9999",34300000,37300000,3000000,3430000,3730000,1288.2,34800000,37800000,"23:30"
"18/05/2018","2018-05-18","Thứ Sáu","Vàng nhẫn SJC 9999",34300000,37300000,3000000,3430000,3730000,1290.2,34800000,37800000,"23:30"
"21/05/2018","2018-05-21","Thứ Hai","Vàng nhẫn SJC 9999",34300000,37300000,3000000,3430000,3730000,1290.2,34800000,37800000,"23:30"
"22/05/2018","2018-05-22","Thứ Ba","Vàng nhẫn SJC 9999",34400000,37400000,3000000,3440000,3740000,1291.7,34900000,37900000,"23:30"
"23/05/2018","2018-05-23","Thứ Tư","Vàng nhẫn SJC 9999",34300000,37300000,3000000,3430000,3730000,1289.3,34800000,37800000,"23:30"
"24/05/2018","2018-05-24","Thứ Năm","Vàng nhẫn SJC 9999",34700000,37700000,3000000,3470000,3770000,1303.7,35200000,38200000,"23:30"
"25/05/2018","2018-05-25","Thứ Sáu","Vàng nhẫn SJC 9999",34700000,37700000,3000000,3470000,3770000,1303.3,35200000,38200000,"23:30"
"29/05/2018","2018-05-29","Thứ Ba","Vàng nhẫn SJC 9999",34600000,37600000,3000000,3460000,3760000,1298.7,35100000,38100000,"23:30"
"30/05/2018","2018-05-30","Thứ Tư","Vàng nhẫn SJC 9999",34600000,37600000,3000000,3460000,3760000,1301.5,35100000,38100000,"23:30"
"31/05/2018","2018-05-31","Thứ Năm","Vàng nhẫn SJC 9999",34600000,37600000,3000000,3460000,3760000,1300.1,35100000,38100000,"23:30"
"01/06/2018","2018-06-01","Thứ Sáu","Vàng nhẫn SJC 9999",34500000,37500000,3000000,3450000,3750000,1294.8,35000000,38000000,"23:30"
"04/06/2018","2018-06-04","Thứ Hai","Vàng nhẫn SJC 9999",34400000,37400000,3000000,3440000,3740000,1293.1,34900000,37900000,"23:30"
"05/06/2018","2018-06-05","Thứ Ba","Vàng nhẫn SJC 9999",34500000,37500000,3000000,3450000,3750000,1297.5,35000000,38000000,"23:30"
"06/06/2018","2018-06-06","Thứ Tư","Vàng nhẫn SJC 9999",34500000,37500000,3000000,3450000,3750000,1297.1,35000000,38000000,"23:30"
"07/06/2018","2018-06-07","Thứ Năm","Vàng nhẫn SJC 9999",34600000,37600000,3000000,3460000,3760000,1298.7,35100000,38100000,"23:30"
"08/06/2018","2018-06-08","Thứ Sáu","Vàng nhẫn SJC 9999",34500000,37500000,3000000,3450000,3750000,1298.1,35000000,38000000,"23:30"
"11/06/2018","2018-06-11","Thứ Hai","Vàng nhẫn SJC 9999",34600000,37600000,3000000,3460000,3760000,1298.9,35100000,38100000,"23:30"
"12/06/2018","2018-06-12","Thứ Ba","Vàng nhẫn SJC 9999",34500000,37500000,3000000,3450000,3750000,1295.1,35000000,38000000,"23:30"
"13/06/2018","2018-06-13","Thứ Tư","Vàng nhẫn SJC 9999",34500000,37500000,3000000,3450000,3750000,1296.9,35000000,38000000,"23:30"
"14/06/2018","2018-06-14","Thứ Năm","Vàng nhẫn SJC 9999",34700000,37700000,3000000,3470000,3770000,1304,35200000,38200000,"23:30"
"15/06/2018","2018-06-15","Thứ Sáu","Vàng nhẫn SJC 9999",33900000,36900000,3000000,3390000,3690000,1274.6,34400000,37400000,"23:30"
"18/06/2018","2018-06-18","Thứ Hai","Vàng nhẫn SJC 9999",33900000,36900000,3000000,3390000,3690000,1276.2,34400000,37400000,"23:30"
"19/06/2018","2018-06-19","Thứ Ba","Vàng nhẫn SJC 9999",33900000,36900000,3000000,3390000,3690000,1275.6,34400000,37400000,"23:30"
"20/06/2018","2018-06-20","Thứ Tư","Vàng nhẫn SJC 9999",33800000,36800000,3000000,3380000,3680000,1271.2,34300000,37300000,"23:30"
"21/06/2018","2018-06-21","Thứ Năm","Vàng nhẫn SJC 9999",33700000,36700000,3000000,3370000,3670000,1267.2,34200000,37200000,"23:30"
"22/06/2018","2018-06-22","Thứ Sáu","Vàng nhẫn SJC 9999",33700000,36700000,3000000,3370000,3670000,1267.4,34200000,37200000,"23:30"
"25/06/2018","2018-06-25","Thứ Hai","Vàng nhẫn SJC 9999",33600000,36600000,3000000,3360000,3660000,1265.6,34100000,37100000,"23:30"
"26/06/2018","2018-06-26","Thứ Ba","Vàng nhẫn SJC 9999",33300000,36300000,3000000,3330000,3630000,1256.6,33800000,36800000,"23:30"
"27/06/2018","2018-06-27","Thứ Tư","Vàng nhẫn SJC 9999",33200000,36200000,3000000,3320000,3620000,1252.8,33700000,36700000,"23:30"
"28/06/2018","2018-06-28","Thứ Năm","Vàng nhẫn SJC 9999",33100000,36100000,3000000,3310000,3610000,1247.8,33600000,36600000,"23:30"
"29/06/2018","2018-06-29","Thứ Sáu","Vàng nhẫn SJC 9999",33200000,36200000,3000000,3320000,3620000,1251.3,33700000,36700000,"23:30"
"02/07/2018","2018-07-02","Thứ Hai","Vàng nhẫn SJC 9999",32900000,35900000,3000000,3290000,3590000,1239.8,33400000,36400000,"23:30"
"03/07/2018","2018-07-03","Thứ Ba","Vàng nhẫn SJC 9999",33200000,36200000,3000000,3320000,3620000,1251.6,33700000,36700000,"23:30"
"05/07/2018","2018-07-05","Thứ Năm","Vàng nhẫn SJC 9999",33400000,36400000,3000000,3340000,3640000,1257.3,33900000,36900000,"23:30"
"06/07/2018","2018-07-06","Thứ Sáu","Vàng nhẫn SJC 9999",33300000,36300000,3000000,3330000,3630000,1254.3,33800000,36800000,"23:30"
"09/07/2018","2018-07-09","Thứ Hai","Vàng nhẫn SJC 9999",33400000,36400000,3000000,3340000,3640000,1258.1,33900000,36900000,"23:30"
"10/07/2018","2018-07-10","Thứ Ba","Vàng nhẫn SJC 9999",33300000,36300000,3000000,3330000,3630000,1253.8,33800000,36800000,"23:30"
"11/07/2018","2018-07-11","Thứ Tư","Vàng nhẫn SJC 9999",33000000,36000000,3000000,3300000,3600000,1242.8,33500000,36500000,"23:30"
"12/07/2018","2018-07-12","Thứ Năm","Vàng nhẫn SJC 9999",33000000,36000000,3000000,3300000,3600000,1245,33500000,36500000,"23:30"
"13/07/2018","2018-07-13","Thứ Sáu","Vàng nhẫn SJC 9999",32900000,35900000,3000000,3290000,3590000,1239.6,33400000,36400000,"23:30"
"16/07/2018","2018-07-16","Thứ Hai","Vàng nhẫn SJC 9999",32800000,35800000,3000000,3280000,3580000,1238.1,33300000,36300000,"23:30"
"17/07/2018","2018-07-17","Thứ Ba","Vàng nhẫn SJC 9999",32500000,35500000,3000000,3250000,3550000,1225.7,33000000,36000000,"23:30"
"18/07/2018","2018-07-18","Thứ Tư","Vàng nhẫn SJC 9999",32500000,35500000,3000000,3250000,3550000,1226.3,33000000,36000000,"23:30"
"19/07/2018","2018-07-19","Thứ Năm","Vàng nhẫn SJC 9999",32400000,35400000,3000000,3240000,3540000,1222.4,32900000,35900000,"23:30"
"20/07/2018","2018-07-20","Thứ Sáu","Vàng nhẫn SJC 9999",32600000,35600000,3000000,3260000,3560000,1229.5,33100000,36100000,"23:30"
"23/07/2018","2018-07-23","Thứ Hai","Vàng nhẫn SJC 9999",32400000,35400000,3000000,3240000,3540000,1224,32900000,35900000,"23:30"
"24/07/2018","2018-07-24","Thứ Ba","Vàng nhẫn SJC 9999",32400000,35400000,3000000,3240000,3540000,1223.9,32900000,35900000,"23:30"
"25/07/2018","2018-07-25","Thứ Tư","Vàng nhẫn SJC 9999",32600000,35600000,3000000,3260000,3560000,1231.4,33100000,36100000,"23:30"
"26/07/2018","2018-07-26","Thứ Năm","Vàng nhẫn SJC 9999",32400000,35400000,3000000,3240000,3540000,1225.3,32900000,35900000,"23:30"
"27/07/2018","2018-07-27","Thứ Sáu","Vàng nhẫn SJC 9999",32400000,35400000,3000000,3240000,3540000,1222.6,32900000,35900000,"23:30"
"30/07/2018","2018-07-30","Thứ Hai","Vàng nhẫn SJC 9999",32300000,35300000,3000000,3230000,3530000,1221.3,32800000,35800000,"23:30"
"31/07/2018","2018-07-31","Thứ Ba","Vàng nhẫn SJC 9999",32400000,35400000,3000000,3240000,3540000,1223.7,32900000,35900000,"23:30"
"01/08/2018","2018-08-01","Thứ Tư","Vàng nhẫn SJC 9999",32200000,35200000,3000000,3220000,3520000,1217.9,32700000,35700000,"23:30"
"02/08/2018","2018-08-02","Thứ Năm","Vàng nhẫn SJC 9999",32000000,35000000,3000000,3200000,3500000,1210.6,32500000,35500000,"23:30"
"03/08/2018","2018-08-03","Thứ Sáu","Vàng nhẫn SJC 9999",32100000,35100000,3000000,3210000,3510000,1214.2,32600000,35600000,"23:30"
"06/08/2018","2018-08-06","Thứ Hai","Vàng nhẫn SJC 9999",32000000,35000000,3000000,3200000,3500000,1208.6,32500000,35500000,"23:30"
"07/08/2018","2018-08-07","Thứ Ba","Vàng nhẫn SJC 9999",32000000,35000000,3000000,3200000,3500000,1209.6,32500000,35500000,"23:30"
"08/08/2018","2018-08-08","Thứ Tư","Vàng nhẫn SJC 9999",32100000,35100000,3000000,3210000,3510000,1212.6,32600000,35600000,"23:30"
"09/08/2018","2018-08-09","Thứ Năm","Vàng nhẫn SJC 9999",32100000,35100000,3000000,3210000,3510000,1211.9,32600000,35600000,"23:30"
"10/08/2018","2018-08-10","Thứ Sáu","Vàng nhẫn SJC 9999",32000000,35000000,3000000,3200000,3500000,1211.1,32500000,35500000,"23:30"
"13/08/2018","2018-08-13","Thứ Hai","Vàng nhẫn SJC 9999",31500000,34500000,3000000,3150000,3450000,1191.3,32000000,35000000,"23:30"
"14/08/2018","2018-08-14","Thứ Ba","Vàng nhẫn SJC 9999",31500000,34500000,3000000,3150000,3450000,1193,32000000,35000000,"23:30"
"15/08/2018","2018-08-15","Thứ Tư","Vàng nhẫn SJC 9999",31100000,34100000,3000000,3110000,3410000,1177.5,31600000,34600000,"23:30"
"16/08/2018","2018-08-16","Thứ Năm","Vàng nhẫn SJC 9999",31000000,34000000,3000000,3100000,3400000,1176.2,31500000,34500000,"23:30"
"17/08/2018","2018-08-17","Thứ Sáu","Vàng nhẫn SJC 9999",31000000,34000000,3000000,3100000,3400000,1176.5,31500000,34500000,"23:30"
"20/08/2018","2018-08-20","Thứ Hai","Vàng nhẫn SJC 9999",31300000,34300000,3000000,3130000,3430000,1186.8,31800000,34800000,"23:30"
"21/08/2018","2018-08-21","Thứ Ba","Vàng nhẫn SJC 9999",31500000,34500000,3000000,3150000,3450000,1192.6,32000000,35000000,"23:30"
"22/08/2018","2018-08-22","Thứ Tư","Vàng nhẫn SJC 9999",31600000,34600000,3000000,3160000,3460000,1196.3,32100000,35100000,"23:30"
"23/08/2018","2018-08-23","Thứ Năm","Vàng nhẫn SJC 9999",31300000,34300000,3000000,3130000,3430000,1187,31800000,34800000,"23:30"
"24/08/2018","2018-08-24","Thứ Sáu","Vàng nhẫn SJC 9999",31900000,34900000,3000000,3190000,3490000,1206.3,32400000,35400000,"23:30"
"27/08/2018","2018-08-27","Thứ Hai","Vàng nhẫn SJC 9999",32000000,35000000,3000000,3200000,3500000,1209,32500000,35500000,"23:30"
"28/08/2018","2018-08-28","Thứ Ba","Vàng nhẫn SJC 9999",31900000,34900000,3000000,3190000,3490000,1207.4,32400000,35400000,"23:30"
"29/08/2018","2018-08-29","Thứ Tư","Vàng nhẫn SJC 9999",31800000,34800000,3000000,3180000,3480000,1204.5,32300000,35300000,"23:30"
"30/08/2018","2018-08-30","Thứ Năm","Vàng nhẫn SJC 9999",31600000,34600000,3000000,3160000,3460000,1197.7,32100000,35100000,"23:30"
"31/08/2018","2018-08-31","Thứ Sáu","Vàng nhẫn SJC 9999",31700000,34700000,3000000,3170000,3470000,1200.3,32200000,35200000,"23:30"
"04/09/2018","2018-09-04","Thứ Ba","Vàng nhẫn SJC 9999",31500000,34500000,3000000,3150000,3450000,1192.7,32000000,35000000,"23:30"
"05/09/2018","2018-09-05","Thứ Tư","Vàng nhẫn SJC 9999",31600000,34600000,3000000,3160000,3460000,1194.9,32100000,35100000,"23:30"
"06/09/2018","2018-09-06","Thứ Năm","Vàng nhẫn SJC 9999",31700000,34700000,3000000,3170000,3470000,1197.9,32200000,35200000,"23:30"
"07/09/2018","2018-09-07","Thứ Sáu","Vàng nhẫn SJC 9999",31500000,34500000,3000000,3150000,3450000,1193.6,32000000,35000000,"23:30"
"10/09/2018","2018-09-10","Thứ Hai","Vàng nhẫn SJC 9999",31500000,34500000,3000000,3150000,3450000,1193,32000000,35000000,"23:30"
"11/09/2018","2018-09-11","Thứ Ba","Vàng nhẫn SJC 9999",31600000,34600000,3000000,3160000,3460000,1195.4,32100000,35100000,"23:30"
"12/09/2018","2018-09-12","Thứ Tư","Vàng nhẫn SJC 9999",31800000,34800000,3000000,3180000,3480000,1204.7,32300000,35300000,"23:30"
"13/09/2018","2018-09-13","Thứ Năm","Vàng nhẫn SJC 9999",31800000,34800000,3000000,3180000,3480000,1202,32300000,35300000,"23:30"
"14/09/2018","2018-09-14","Thứ Sáu","Vàng nhẫn SJC 9999",31600000,34600000,3000000,3160000,3460000,1195,32100000,35100000,"23:30"
"17/09/2018","2018-09-17","Thứ Hai","Vàng nhẫn SJC 9999",31700000,34700000,3000000,3170000,3470000,1199.7,32200000,35200000,"23:30"
"18/09/2018","2018-09-18","Thứ Ba","Vàng nhẫn SJC 9999",31600000,34600000,3000000,3160000,3460000,1196.8,32100000,35100000,"23:30"
"19/09/2018","2018-09-19","Thứ Tư","Vàng nhẫn SJC 9999",31800000,34800000,3000000,3180000,3480000,1202.2,32300000,35300000,"23:30"
"20/09/2018","2018-09-20","Thứ Năm","Vàng nhẫn SJC 9999",31900000,34900000,3000000,3190000,3490000,1206.2,32400000,35400000,"23:30"
"21/09/2018","2018-09-21","Thứ Sáu","Vàng nhẫn SJC 9999",31600000,34600000,3000000,3160000,3460000,1196.2,32100000,35100000,"23:30"
"24/09/2018","2018-09-24","Thứ Hai","Vàng nhẫn SJC 9999",31700000,34700000,3000000,3170000,3470000,1199.3,32200000,35200000,"23:30"
"25/09/2018","2018-09-25","Thứ Ba","Vàng nhẫn SJC 9999",31700000,34700000,3000000,3170000,3470000,1200,32200000,35200000,"23:30"
"26/09/2018","2018-09-26","Thứ Tư","Vàng nhẫn SJC 9999",31500000,34500000,3000000,3150000,3450000,1194,32000000,35000000,"23:30"
"27/09/2018","2018-09-27","Thứ Năm","Vàng nhẫn SJC 9999",31200000,34200000,3000000,3120000,3420000,1182.3,31700000,34700000,"23:30"
"28/09/2018","2018-09-28","Thứ Sáu","Vàng nhẫn SJC 9999",31500000,34500000,3000000,3150000,3450000,1191.5,32000000,35000000,"23:30"
"01/10/2018","2018-10-01","Thứ Hai","Vàng nhẫn SJC 9999",31300000,34300000,3000000,3130000,3430000,1187.1,31800000,34800000,"23:30"
"02/10/2018","2018-10-02","Thứ Ba","Vàng nhẫn SJC 9999",31800000,34800000,3000000,3180000,3480000,1202.4,32300000,35300000,"23:30"
"03/10/2018","2018-10-03","Thứ Tư","Vàng nhẫn SJC 9999",31700000,34700000,3000000,3170000,3470000,1198.3,32200000,35200000,"23:30"
"04/10/2018","2018-10-04","Thứ Năm","Vàng nhẫn SJC 9999",31600000,34600000,3000000,3160000,3460000,1197.2,32100000,35100000,"23:30"
"05/10/2018","2018-10-05","Thứ Sáu","Vàng nhẫn SJC 9999",31700000,34700000,3000000,3170000,3470000,1201.2,32200000,35200000,"23:30"
"08/10/2018","2018-10-08","Thứ Hai","Vàng nhẫn SJC 9999",31300000,34300000,3000000,3130000,3430000,1184.4,31800000,34800000,"23:30"
"09/10/2018","2018-10-09","Thứ Ba","Vàng nhẫn SJC 9999",31300000,34300000,3000000,3130000,3430000,1187.2,31800000,34800000,"23:30"
"10/10/2018","2018-10-10","Thứ Tư","Vàng nhẫn SJC 9999",31400000,34400000,3000000,3140000,3440000,1189.3,31900000,34900000,"23:30"
"11/10/2018","2018-10-11","Thứ Năm","Vàng nhẫn SJC 9999",32400000,35400000,3000000,3240000,3540000,1223.5,32900000,35900000,"23:30"
"12/10/2018","2018-10-12","Thứ Sáu","Vàng nhẫn SJC 9999",32200000,35200000,3000000,3220000,3520000,1218.1,32700000,35700000,"23:30"
"15/10/2018","2018-10-15","Thứ Hai","Vàng nhẫn SJC 9999",32500000,35500000,3000000,3250000,3550000,1226.4,33000000,36000000,"23:30"
"16/10/2018","2018-10-16","Thứ Ba","Vàng nhẫn SJC 9999",32500000,35500000,3000000,3250000,3550000,1227.3,33000000,36000000,"23:30"
"17/10/2018","2018-10-17","Thứ Tư","Vàng nhẫn SJC 9999",32400000,35400000,3000000,3240000,3540000,1223.7,32900000,35900000,"23:30"
"18/10/2018","2018-10-18","Thứ Năm","Vàng nhẫn SJC 9999",32500000,35500000,3000000,3250000,3550000,1226.5,33000000,36000000,"23:30"
"19/10/2018","2018-10-19","Thứ Sáu","Vàng nhẫn SJC 9999",32400000,35400000,3000000,3240000,3540000,1225.3,32900000,35900000,"23:30"
"22/10/2018","2018-10-22","Thứ Hai","Vàng nhẫn SJC 9999",32300000,35300000,3000000,3230000,3530000,1221.2,32800000,35800000,"23:30"
"23/10/2018","2018-10-23","Thứ Ba","Vàng nhẫn SJC 9999",32700000,35700000,3000000,3270000,3570000,1233.4,33200000,36200000,"23:30"
"24/10/2018","2018-10-24","Thứ Tư","Vàng nhẫn SJC 9999",32500000,35500000,3000000,3250000,3550000,1227.8,33000000,36000000,"23:30"
